"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.13171600802157e-74,2.56428759573567,0.217,0.033,9.22240330150496e-70,"6","PLPP3"
7.88500351072807e-84,2.54138129125751,0.417,0.114,1.76001163362961e-79,"6","RAB42"
5.50075404756179e-38,2.44436126401607,0.177,0.042,1.22782331095627e-33,"6","SLC6A8"
8.5638980196012e-52,2.40945912289252,0.138,0.019,1.91154767695518e-47,"6","GPR146"
1.34830867178473e-41,2.28434361555942,0.165,0.034,3.00955978629069e-37,"6","MT1H"
2.35498070553619e-30,2.26718425171046,0.118,0.024,5.25655243282733e-26,"6","LY9"
8.02669346672927e-104,2.26622550505345,0.579,0.193,1.79163824870864e-99,"6","ADM"
1.81544162218288e-118,2.25109811224013,0.65,0.226,4.05224724487442e-114,"6","BNIP3"
8.08697851671949e-140,2.22787099093792,0.411,0.065,1.80509447471696e-135,"6","ENO2"
2.34199472214607e-47,2.20241966153279,0.156,0.027,5.22756641930224e-43,"6","TMEM45A"
8.59152238357201e-46,2.1941265651026,0.169,0.032,1.91771371123711e-41,"6","MT1M"
1.04854378291067e-26,2.1919481774856,0.177,0.056,2.34045457783491e-22,"6","NMB"
4.56400402068416e-72,2.18410034876874,0.232,0.039,1.01873133745691e-67,"6","PLOD2"
2.70016122926563e-93,2.18193694634709,0.858,0.486,6.02702987984382e-89,"6","FABP5"
3.57919139814745e-50,2.18192307843895,0.154,0.024,7.98911311980493e-46,"6","CCL28"
3.90319581969521e-106,2.16872992028095,0.441,0.101,8.71232338914169e-102,"6","MMP19"
