"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.3996653531049e-25,2.31748591024156,0.286,0.172,3.12419303466546e-21,"0","SLC40A1"
1.12373027298829e-07,2.29324250743829,0.15,0.102,0.00250827834233716,"0","COL3A1"
2.93589772856875e-20,2.2828790274546,0.275,0.18,6.55321731993831e-16,"0","FOLR2"
8.55027276792159e-06,2.12623410172926,0.257,0.229,0.190850638452778,"0","F13A1"
3.83029582100143e-07,1.90897445956805,0.124,0.08,0.00854960330205728,"0","WLS"
1.80191314824968e-15,1.82002891965347,0.179,0.1,4.02205033820811e-11,"0","IGF1"
0.00250116676713054,1.78214492944887,0.168,0.145,1,"0","COL1A2"
0.000184996526871364,1.7769452088274,0.179,0.147,1,"0","COL1A1"
1.0466291092849e-09,1.75306243669291,0.303,0.256,2.33618083483483e-05,"0","MRC1"
4.6424511981111e-08,1.64165860537845,0.182,0.13,0.00103624153193038,"0","SLC7A8"
8.30199154398344e-07,1.59350710445012,0.236,0.196,0.0185308753253254,"0","ITSN1"
1.44621296586405e-25,1.53920851329097,0.504,0.441,3.22809196110514e-21,"0","MAF"
2.43276861018768e-20,1.39957077460488,0.56,0.558,5.43018281479992e-16,"0","DAB2"
8.39130122232746e-15,1.3496942968859,0.431,0.358,1.87302234583571e-10,"0","RNASE1"
0.00364190705370933,1.33254398381473,0.25,0.241,1,"0","SDC3"
0.00386021415654413,1.22843580586426,0.104,0.151,1,"0","SMCR8"
6.9347156064047e-05,1.16708213679782,0.352,0.361,1,"0","FCHO2"
0,5.59702057326126,0.53,0.026,0,"10","FCER1A"
1.10856239895382e-250,4.94133181501896,0.438,0.026,2.47442213070482e-246,"10","CD1E"
2.31782047647767e-287,4.9374570524713,0.587,0.045,5.17360708554581e-283,"10","CD1C"
1.97030756713181e-68,4.8479429269404,0.102,0.004,4.3979235205949e-64,"10","CD207"
4.42437728357966e-72,4.09959546921772,0.155,0.012,9.87565253467816e-68,"10","CD1B"
2.68142098114887e-96,3.93352964966883,0.219,0.018,5.98519977202239e-92,"10","IL1R2"
4.52182127296605e-188,3.93278373061665,0.721,0.128,1.00931572633875e-183,"10","CLEC10A"
5.32558301119545e-101,3.65841398488598,0.184,0.011,1.18872338392894e-96,"10","ENHO"
4.65770455515809e-174,3.63095907502753,0.473,0.049,1.03964623375684e-169,"10","CST7"
1.04672457939833e-65,3.6101992820231,0.201,0.023,2.33639393367502e-61,"10","AL138899.1"
3.02075645104124e-63,3.59422802692272,0.152,0.013,6.74263047436915e-59,"10","CD1A"
5.64478034366767e-52,3.3319880788373,0.117,0.009,1.25997142051006e-47,"10","CLEC4F"
1.54595355578056e-135,3.21636066468285,0.311,0.025,3.45072293185779e-131,"10","P2RY14"
2.15966626159969e-35,3.05612455146176,0.307,0.09,4.82059106251667e-31,"10","AREG"
3.38647821674022e-73,2.93445780698283,0.219,0.024,7.55895802758584e-69,"10","ASB2"
